144
200

CRATES
184,48
192,108
184,108
60,28
56,28
40,28
52,28
48,28
44,28
84,40
32,28
80,40
192,48
172,48
76,56
100,28
108,28
132,28
128,28
116,28
68,72
64,72
60,72
56,72
96,28
48,72
28,28
44,72
176,48
36,72
32,72
28,72
152,120
148,120
40,72
28,120
116,120
60,120
36,28
112,120
140,68
180,48
128,120
104,120
108,120
100,120
124,120
24,120
44,120
120,120
104,96
104,28
120,28
52,120
108,96
32,120
56,120
88,40
136,120
40,120
96,120
148,68
80,56
64,120
144,120
48,120
72,56
68,120
140,120
72,120
164,108
188,108
168,108
76,96
172,108
196,108
100,96
188,48
180,108
52,72
68,96
112,28
160,108
72,96
80,96
132,120
84,96
88,96
132,68
16,72
92,96
96,96
124,28
176,108
112,96
20,72
36,120
124,68
136,68
128,68
136,28
144,68
72,72
152,68
156,68
120,68
24,72

SPAWN PLACE
52,24
56,68
128,116

BOX
188,40
64,112
140,60

ITEM
108,20,ARMOR_ID
188,100,HELMET_ID
84,32,LASER_RIFLE_ID
104,88,AK_47_ID

SPAWN DUCK
124,56
32,16
120,16
20,60
168,92
28,108

